Season,Block,Treatment,PlotID,Date,DAP,Organ,value
2024,1,AC,2,2024-06-24,42,total_above,53.8638261888367
2024,1,HE,3,2024-06-24,42,total_above,48.056171222632
2024,2,AC,4,2024-06-24,42,total_above,59.5162072310694
2024,2,HE,6,2024-06-24,42,total_above,46.6702772210775
2024,3,HE,7,2024-06-24,42,total_above,66.0771359547118
2024,3,AC,9,2024-06-24,42,total_above,38.8446620295566
2024,4,AC,10,2024-06-24,42,total_above,31.5009995298115
2024,4,HE,11,2024-06-24,42,total_above,51.8573719137363
2024,1,AC,2,2024-07-05,53,total_above,104.341587732152
2024,1,HE,3,2024-07-05,53,total_above,151.813337928672
2024,2,AC,4,2024-07-05,53,total_above,173.756628438056
2024,2,HE,6,2024-07-05,53,total_above,178.084089613143
2024,3,HE,7,2024-07-05,53,total_above,171.558086872175
2024,3,AC,9,2024-07-05,53,total_above,185.29904178553
2024,4,AC,10,2024-07-05,53,total_above,148.130591425942
2024,4,HE,11,2024-07-05,53,total_above,166.749741014782
2024,1,HTI,1,2024-07-15,63,total_above,254.168792399605
2024,1,AC,2,2024-07-15,63,total_above,212.894430262785
2024,2,AC,4,2024-07-15,63,total_above,297.642178156105
2024,2,HTI,5,2024-07-15,63,total_above,258.582090463527
2024,3,HTI,8,2024-07-15,63,total_above,264.378742806658
2024,3,AC,9,2024-07-15,63,total_above,324.093359937182
2024,4,AC,10,2024-07-15,63,total_above,277.068631398086
2024,4,HTI,12,2024-07-15,63,total_above,274.007531462639
2024,1,HTI,1,2024-07-29,77,total_above,341.59451137627
2024,1,AC,2,2024-07-29,77,total_above,287.002784521903
2024,1,HE,3,2024-07-29,77,total_above,300.411178101559
2024,2,AC,4,2024-07-29,77,total_above,310.755490081744
2024,2,HTI,5,2024-07-29,77,total_above,350.472185280261
2024,2,HE,6,2024-07-29,77,total_above,296.191822586064
2024,3,HE,7,2024-07-29,77,total_above,246.69616141175
2024,3,HTI,8,2024-07-29,77,total_above,223.111376022412
2024,3,AC,9,2024-07-29,77,total_above,265.502972570291
2024,4,AC,10,2024-07-29,77,total_above,228.709403099248
2024,4,HE,11,2024-07-29,77,total_above,262.77744318451
2024,4,HTI,12,2024-07-29,77,total_above,262.842653379906
2024,1,HTI,1,2024-08-19,98,total_above,314.254888088754
2024,1,AC,2,2024-08-19,98,total_above,280.810711413537
2024,1,HE,3,2024-08-19,98,total_above,248.363919209993
2024,2,AC,4,2024-08-19,98,total_above,244.375378500556
2024,2,HTI,5,2024-08-19,98,total_above,210.984497485736
2024,2,HE,6,2024-08-19,98,total_above,222.927969815493
2024,3,HE,7,2024-08-19,98,total_above,221.960277853274
2024,3,HTI,8,2024-08-19,98,total_above,182.653086891336
2024,3,AC,9,2024-08-19,98,total_above,185.357725393998
2024,4,AC,10,2024-08-19,98,total_above,159.184227143365
2024,4,HE,11,2024-08-19,98,total_above,213.616079918364
2024,4,HTI,12,2024-08-19,98,total_above,230.230910675415
2024,1,HTI,1,2024-09-08,118,total_above,223.037895621221
2024,1,AC,2,2024-09-08,118,total_above,290.983984672508
2024,1,HE,3,2024-09-08,118,total_above,175.754131104872
2024,2,AC,4,2024-09-08,118,total_above,233.541564070164
2024,2,HTI,5,2024-09-08,118,total_above,300.734952145143
2024,2,HE,6,2024-09-08,118,total_above,247.785806974858
2024,3,HE,7,2024-09-08,118,total_above,199.368797893852
2024,3,HTI,8,2024-09-08,118,total_above,215.973685152199
2024,3,AC,9,2024-09-08,118,total_above,199.780028498833
2024,4,AC,10,2024-09-08,118,total_above,138.671528657071
2024,4,HE,11,2024-09-08,118,total_above,197.596274576326
2024,4,HTI,12,2024-09-08,118,total_above,210.768732996969
2025,1,HB,1,2025-07-02,56,total_above,208.474556712003
2025,1,AC,2,2025-07-02,56,total_above,220.280061567349
2025,1,HTI,3,2025-07-02,56,total_above,257.69918210065
2025,2,AC,4,2025-07-02,56,total_above,200.696731472452
2025,2,HB,5,2025-07-02,56,total_above,169.806051151443
2025,2,HTI,6,2025-07-02,56,total_above,216.051246791346
2025,3,HTI,7,2025-07-02,56,total_above,305.194533047787
2025,3,AC,9,2025-07-02,56,total_above,203.230514417423
2025,4,AC,10,2025-07-02,56,total_above,291.890207068
2025,4,HTI,11,2025-07-02,56,total_above,263.852388851023
2025,4,HB,12,2025-07-02,56,total_above,224.000769154482
2025,1,HB,1,2025-07-14,68,total_above,250.085950478957
2025,1,AC,2,2025-07-14,68,total_above,223.47843098246
2025,1,HTI,3,2025-07-14,68,total_above,266.857830882159
2025,2,AC,4,2025-07-14,68,total_above,235.672293799635
2025,2,HB,5,2025-07-14,68,total_above,190.435847101478
2025,2,HTI,6,2025-07-14,68,total_above,231.365056135319
2025,3,HTI,7,2025-07-14,68,total_above,302.479451617362
2025,3,AC,9,2025-07-14,68,total_above,183.19442465746
2025,4,AC,10,2025-07-14,68,total_above,309.537013569834
2025,4,HTI,11,2025-07-14,68,total_above,236.019526729723
2025,4,HB,12,2025-07-14,68,total_above,243.699776373643
2025,1,HB,1,2025-07-29,83,total_above,269.040694735133
2025,1,AC,2,2025-07-29,83,total_above,240.376916443163
2025,1,HTI,3,2025-07-29,83,total_above,238.351457747676
2025,2,AC,4,2025-07-29,83,total_above,272.254805702913
2025,2,HB,5,2025-07-29,83,total_above,159.50993953888
2025,2,HTI,6,2025-07-29,83,total_above,178.178906290602
2025,3,HTI,7,2025-07-29,83,total_above,222.809500965213
2025,3,AC,9,2025-07-29,83,total_above,186.312808193904
2025,4,AC,10,2025-07-29,83,total_above,322.930866543189
2025,4,HTI,11,2025-07-29,83,total_above,286.112164698363
2025,4,HB,12,2025-07-29,83,total_above,185.344595027842
2025,1,HB,1,2025-08-11,96,total_above,249.853130287648
2025,1,AC,2,2025-08-11,96,total_above,229.970294005346
2025,1,HTI,3,2025-08-11,96,total_above,216.604951065055
2025,2,AC,4,2025-08-11,96,total_above,250.123094822571
2025,2,HB,5,2025-08-11,96,total_above,164.207588075881
2025,2,HTI,6,2025-08-11,96,total_above,202.129446277961
2025,3,HTI,7,2025-08-11,96,total_above,252.110577243911
2025,3,AC,9,2025-08-11,96,total_above,185.195230352304
2025,4,AC,10,2025-08-11,96,total_above,282.907144997631
2025,4,HTI,11,2025-08-11,96,total_above,244.880028192223
2025,4,HB,12,2025-08-11,96,total_above,170.442598537801
2025,1,HB,1,2025-08-26,111,total_above,188.414944314944
2025,1,AC,2,2025-08-26,111,total_above,200.604835390947
2025,1,HTI,3,2025-08-26,111,total_above,164.467973856209
2025,2,AC,4,2025-08-26,111,total_above,201.921885521886
2025,2,HB,5,2025-08-26,111,total_above,141.498783454988
2025,2,HTI,6,2025-08-26,111,total_above,174.035066981876
2025,3,HTI,7,2025-08-26,111,total_above,154.078966620942
2025,3,AC,9,2025-08-26,111,total_above,120.694238683128
2025,4,AC,10,2025-08-26,111,total_above,197.464009047215
2025,4,HTI,11,2025-08-26,111,total_above,201.997563352827
2025,4,HB,12,2025-08-26,111,total_above,157.956296296296
2024,1,AC,2,2024-06-24,42,total_below,10.8148148148148
2024,1,HE,3,2024-06-24,42,total_below,7.54074074074074
2024,2,AC,4,2024-06-24,42,total_below,8.74074074074074
2024,2,HE,6,2024-06-24,42,total_below,5.57037037037037
2024,3,HE,7,2024-06-24,42,total_below,5.95555555555556
2024,3,AC,9,2024-06-24,42,total_below,7.31851851851852
2024,4,AC,10,2024-06-24,42,total_below,12.6666666666667
2024,4,HE,11,2024-06-24,42,total_below,9.37777777777778
2024,1,AC,2,2024-07-05,53,total_below,28.237037037037
2024,1,HE,3,2024-07-05,53,total_below,43.8222222222222
2024,2,AC,4,2024-07-05,53,total_below,59.9703703703704
2024,2,HE,6,2024-07-05,53,total_below,32.9481481481482
2024,3,HE,7,2024-07-05,53,total_below,26.4888888888889
2024,3,AC,9,2024-07-05,53,total_below,45.3481481481482
2024,4,AC,10,2024-07-05,53,total_below,42.3703703703704
2024,4,HE,11,2024-07-05,53,total_below,33.4222222222222
2024,1,HTI,1,2024-07-15,63,total_below,160.859259259259
2024,1,AC,2,2024-07-15,63,total_below,135.688888888889
2024,2,AC,4,2024-07-15,63,total_below,148.340740740741
2024,2,HTI,5,2024-07-15,63,total_below,68.1185185185185
2024,3,HTI,8,2024-07-15,63,total_below,98.2666666666667
2024,3,AC,9,2024-07-15,63,total_below,192.859259259259
2024,4,AC,10,2024-07-15,63,total_below,238.340740740741
2024,4,HTI,12,2024-07-15,63,total_below,184.044444444445
2024,1,HTI,1,2024-07-29,77,total_below,496.888888888889
2024,1,AC,2,2024-07-29,77,total_below,622.385185185185
2024,1,HE,3,2024-07-29,77,total_below,504.311111111111
2024,2,AC,4,2024-07-29,77,total_below,508.133333333333
2024,2,HTI,5,2024-07-29,77,total_below,569.970370370371
2024,2,HE,6,2024-07-29,77,total_below,692.177777777778
2024,3,HE,7,2024-07-29,77,total_below,421.896296296296
2024,3,HTI,8,2024-07-29,77,total_below,328.266666666667
2024,3,AC,9,2024-07-29,77,total_below,438.459259259259
2024,4,AC,10,2024-07-29,77,total_below,499.525925925926
2024,4,HE,11,2024-07-29,77,total_below,450.992592592593
2024,4,HTI,12,2024-07-29,77,total_below,389.348148148148
2024,1,HTI,1,2024-08-19,98,total_below,1064.22222222222
2024,1,AC,2,2024-08-19,98,total_below,888.918518518519
2024,1,HE,3,2024-08-19,98,total_below,952.044444444445
2024,2,AC,4,2024-08-19,98,total_below,873.57037037037
2024,2,HTI,5,2024-08-19,98,total_below,986.192592592593
2024,2,HE,6,2024-08-19,98,total_below,762.266666666667
2024,3,HE,7,2024-08-19,98,total_below,849.140740740741
2024,3,HTI,8,2024-08-19,98,total_below,1049.54074074074
2024,3,AC,9,2024-08-19,98,total_below,579.2
2024,4,AC,10,2024-08-19,98,total_below,645.807407407408
2024,4,HE,11,2024-08-19,98,total_below,982.637037037037
2024,4,HTI,12,2024-08-19,98,total_below,746.074074074074
2024,1,HTI,1,2024-09-08,118,total_below,1010.9010364572
2024,1,AC,2,2024-09-08,118,total_below,1149.34852084789
2024,1,HE,3,2024-09-08,118,total_below,1158.2077294686
2024,2,AC,4,2024-09-08,118,total_below,897.219790940767
2024,2,HTI,5,2024-09-08,118,total_below,949.591125541126
2024,2,HE,6,2024-09-08,118,total_below,1025.79623188406
2024,3,HE,7,2024-09-08,118,total_below,865.944706498952
2024,3,HTI,8,2024-09-08,118,total_below,882.942434904997
2024,3,AC,9,2024-09-08,118,total_below,892.951228632479
2024,4,AC,10,2024-09-08,118,total_below,781.441598248495
2024,4,HE,11,2024-09-08,118,total_below,1003.25254036087
2024,4,HTI,12,2024-09-08,118,total_below,1061.37336601307
2025,1,HB,1,2025-07-02,56,total_below,366.242636589073
2025,1,AC,2,2025-07-02,56,total_below,425.808185711066
2025,1,HTI,3,2025-07-02,56,total_below,353.523955411723
2025,2,AC,4,2025-07-02,56,total_below,342.601547816473
2025,2,HB,5,2025-07-02,56,total_below,391.728786510087
2025,2,HTI,6,2025-07-02,56,total_below,408.964653243848
2025,3,HTI,7,2025-07-02,56,total_below,401.97037037037
2025,3,AC,9,2025-07-02,56,total_below,490.188785529716
2025,4,AC,10,2025-07-02,56,total_below,519.324118518519
2025,4,HTI,11,2025-07-02,56,total_below,279.383622895623
2025,4,HB,12,2025-07-02,56,total_below,317.035416937405
2025,1,HB,1,2025-07-14,68,total_below,717.560136538449
2025,1,AC,2,2025-07-14,68,total_below,794.03862654321
2025,1,HTI,3,2025-07-14,68,total_below,800.033886047833
2025,2,AC,4,2025-07-14,68,total_below,620.339026150536
2025,2,HB,5,2025-07-14,68,total_below,705.839534155746
2025,2,HTI,6,2025-07-14,68,total_below,783.537860082305
2025,3,HTI,7,2025-07-14,68,total_below,720.111921103073
2025,3,AC,9,2025-07-14,68,total_below,659.23090529024
2025,4,AC,10,2025-07-14,68,total_below,767.412159118408
2025,4,HTI,11,2025-07-14,68,total_below,593.317565593037
2025,4,HB,12,2025-07-14,68,total_below,793.817184402713
2025,1,HB,1,2025-07-29,83,total_below,930.979581463035
2025,1,AC,2,2025-07-29,83,total_below,1189.13099576782
2025,1,HTI,3,2025-07-29,83,total_below,1127.8772779608
2025,2,AC,4,2025-07-29,83,total_below,1281.49581056466
2025,2,HB,5,2025-07-29,83,total_below,878.780769861414
2025,2,HTI,6,2025-07-29,83,total_below,937.778960389916
2025,3,HTI,7,2025-07-29,83,total_below,722.13829937275
2025,3,AC,9,2025-07-29,83,total_below,972.501656038767
2025,4,AC,10,2025-07-29,83,total_below,1177.47370719776
2025,4,HTI,11,2025-07-29,83,total_below,1065.4947323445
2025,4,HB,12,2025-07-29,83,total_below,875.311038155687
2025,1,HB,1,2025-08-11,96,total_below,1161.32810410839
2025,1,AC,2,2025-08-11,96,total_below,1060.05550254114
2025,1,HTI,3,2025-08-11,96,total_below,1255.54577479872
2025,2,AC,4,2025-08-11,96,total_below,1218.50100011749
2025,2,HB,5,2025-08-11,96,total_below,991.23005000478
2025,2,HTI,6,2025-08-11,96,total_below,1181.30165250525
2025,3,HTI,7,2025-08-11,96,total_below,1110.43248167954
2025,3,AC,9,2025-08-11,96,total_below,1237.09493650998
2025,4,AC,10,2025-08-11,96,total_below,1455.85096198915
2025,4,HTI,11,2025-08-11,96,total_below,984.995602601293
2025,4,HB,12,2025-08-11,96,total_below,1170.97904006325
2025,1,HB,1,2025-08-26,111,total_below,1186.55224716751
2025,1,AC,2,2025-08-26,111,total_below,1229.88889662381
2025,1,HTI,3,2025-08-26,111,total_below,1198.14918409665
2025,2,AC,4,2025-08-26,111,total_below,1198.79843735988
2025,2,HB,5,2025-08-26,111,total_below,1001.98917595589
2025,2,HTI,6,2025-08-26,111,total_below,1116.88308553755
2025,3,HTI,7,2025-08-26,111,total_below,1004.35274474917
2025,3,AC,9,2025-08-26,111,total_below,1051.9461017448
2025,4,AC,10,2025-08-26,111,total_below,1405.97200777985
2025,4,HTI,11,2025-08-26,111,total_below,1108.54709222831
2025,4,HB,12,2025-08-26,111,total_below,1169.76832668274
2024,1,AC,2,2024-06-24,42,total,64.6786410036515
2024,1,HE,3,2024-06-24,42,total,55.5969119633727
2024,2,AC,4,2024-06-24,42,total,68.2569479718102
2024,2,HE,6,2024-06-24,42,total,52.2406475914479
2024,3,HE,7,2024-06-24,42,total,72.0326915102674
2024,3,AC,9,2024-06-24,42,total,46.1631805480751
2024,4,AC,10,2024-06-24,42,total,44.1676661964782
2024,4,HE,11,2024-06-24,42,total,61.2351496915141
2024,1,AC,2,2024-07-05,53,total,132.578624769189
2024,1,HE,3,2024-07-05,53,total,195.635560150894
2024,2,AC,4,2024-07-05,53,total,233.726998808426
2024,2,HE,6,2024-07-05,53,total,211.032237761291
2024,3,HE,7,2024-07-05,53,total,198.046975761064
2024,3,AC,9,2024-07-05,53,total,230.647189933678
2024,4,AC,10,2024-07-05,53,total,190.500961796313
2024,4,HE,11,2024-07-05,53,total,200.171963237004
2024,1,HTI,1,2024-07-15,63,total,415.028051658864
2024,1,AC,2,2024-07-15,63,total,348.583319151674
2024,2,AC,4,2024-07-15,63,total,445.982918896846
2024,2,HTI,5,2024-07-15,63,total,326.700608982046
2024,3,HTI,8,2024-07-15,63,total,362.645409473325
2024,3,AC,9,2024-07-15,63,total,516.952619196442
2024,4,AC,10,2024-07-15,63,total,515.409372138827
2024,4,HTI,12,2024-07-15,63,total,458.051975907084
2024,1,HTI,1,2024-07-29,77,total,838.483400265159
2024,1,AC,2,2024-07-29,77,total,909.387969707088
2024,1,HE,3,2024-07-29,77,total,804.72228921267
2024,2,AC,4,2024-07-29,77,total,818.888823415077
2024,2,HTI,5,2024-07-29,77,total,920.442555650631
2024,2,HE,6,2024-07-29,77,total,988.369600363842
2024,3,HE,7,2024-07-29,77,total,668.592457708047
2024,3,HTI,8,2024-07-29,77,total,551.378042689078
2024,3,AC,9,2024-07-29,77,total,703.96223182955
2024,4,AC,10,2024-07-29,77,total,728.235329025174
2024,4,HE,11,2024-07-29,77,total,713.770035777103
2024,4,HTI,12,2024-07-29,77,total,652.190801528054
2024,1,HTI,1,2024-08-19,98,total,1378.47711031098
2024,1,AC,2,2024-08-19,98,total,1169.72922993206
2024,1,HE,3,2024-08-19,98,total,1200.40836365444
2024,2,AC,4,2024-08-19,98,total,1117.94574887093
2024,2,HTI,5,2024-08-19,98,total,1197.17709007833
2024,2,HE,6,2024-08-19,98,total,985.19463648216
2024,3,HE,7,2024-08-19,98,total,1071.10101859401
2024,3,HTI,8,2024-08-19,98,total,1232.19382763208
2024,3,AC,9,2024-08-19,98,total,764.557725393999
2024,4,AC,10,2024-08-19,98,total,804.991634550773
2024,4,HE,11,2024-08-19,98,total,1196.2531169554
2024,4,HTI,12,2024-08-19,98,total,976.304984749489
2024,1,HTI,1,2024-09-08,118,total,1233.93893207842
2024,1,AC,2,2024-09-08,118,total,1440.3325055204
2024,1,HE,3,2024-09-08,118,total,1333.96186057347
2024,2,AC,4,2024-09-08,118,total,1130.76135501093
2024,2,HTI,5,2024-09-08,118,total,1250.32607768627
2024,2,HE,6,2024-09-08,118,total,1273.58203885892
2024,3,HE,7,2024-09-08,118,total,1065.3135043928
2024,3,HTI,8,2024-09-08,118,total,1098.9161200572
2024,3,AC,9,2024-09-08,118,total,1092.73125713131
2024,4,AC,10,2024-09-08,118,total,920.113126905566
2024,4,HE,11,2024-09-08,118,total,1200.8488149372
2024,4,HTI,12,2024-09-08,118,total,1272.14209901004
2025,1,HB,1,2025-07-02,56,total,574.717193301076
2025,1,AC,2,2025-07-02,56,total,646.088247278415
2025,1,HTI,3,2025-07-02,56,total,611.223137512373
2025,2,AC,4,2025-07-02,56,total,543.298279288925
2025,2,HB,5,2025-07-02,56,total,561.534837661531
2025,2,HTI,6,2025-07-02,56,total,625.015900035194
2025,3,HTI,7,2025-07-02,56,total,707.164903418157
2025,3,AC,9,2025-07-02,56,total,693.419299947139
2025,4,AC,10,2025-07-02,56,total,811.214325586519
2025,4,HTI,11,2025-07-02,56,total,543.236011746646
2025,4,HB,12,2025-07-02,56,total,541.036186091887
2025,1,HB,1,2025-07-14,68,total,967.646087017406
2025,1,AC,2,2025-07-14,68,total,1017.51705752567
2025,1,HTI,3,2025-07-14,68,total,1066.89171692999
2025,2,AC,4,2025-07-14,68,total,856.011319950171
2025,2,HB,5,2025-07-14,68,total,896.275381257224
2025,2,HTI,6,2025-07-14,68,total,1014.90291621762
2025,3,HTI,7,2025-07-14,68,total,1022.59137272044
2025,3,AC,9,2025-07-14,68,total,842.4253299477
2025,4,AC,10,2025-07-14,68,total,1076.94917268824
2025,4,HTI,11,2025-07-14,68,total,829.337092322761
2025,4,HB,12,2025-07-14,68,total,1037.51696077636
2025,1,HB,1,2025-07-29,83,total,1200.02027619817
2025,1,AC,2,2025-07-29,83,total,1429.50791221099
2025,1,HTI,3,2025-07-29,83,total,1366.22873570848
2025,2,AC,4,2025-07-29,83,total,1553.75061626758
2025,2,HB,5,2025-07-29,83,total,1038.29070940029
2025,2,HTI,6,2025-07-29,83,total,1115.95786668052
2025,3,HTI,7,2025-07-29,83,total,944.947800337962
2025,3,AC,9,2025-07-29,83,total,1158.81446423267
2025,4,AC,10,2025-07-29,83,total,1500.40457374095
2025,4,HTI,11,2025-07-29,83,total,1351.60689704287
2025,4,HB,12,2025-07-29,83,total,1060.65563318353
2025,1,HB,1,2025-08-11,96,total,1411.18123439604
2025,1,AC,2,2025-08-11,96,total,1290.02579654649
2025,1,HTI,3,2025-08-11,96,total,1472.15072586378
2025,2,AC,4,2025-08-11,96,total,1468.62409494006
2025,2,HB,5,2025-08-11,96,total,1155.43763808066
2025,2,HTI,6,2025-08-11,96,total,1383.43109878321
2025,3,HTI,7,2025-08-11,96,total,1362.54305892345
2025,3,AC,9,2025-08-11,96,total,1422.29016686228
2025,4,AC,10,2025-08-11,96,total,1738.75810698678
2025,4,HTI,11,2025-08-11,96,total,1229.87563079352
2025,4,HB,12,2025-08-11,96,total,1341.42163860105
2025,1,HB,1,2025-08-26,111,total,1374.96719148246
2025,1,AC,2,2025-08-26,111,total,1430.49373201476
2025,1,HTI,3,2025-08-26,111,total,1362.61715795286
2025,2,AC,4,2025-08-26,111,total,1400.72032288177
2025,2,HB,5,2025-08-26,111,total,1143.48795941088
2025,2,HTI,6,2025-08-26,111,total,1290.91815251943
2025,3,HTI,7,2025-08-26,111,total,1158.43171137011
2025,3,AC,9,2025-08-26,111,total,1172.64034042792
2025,4,AC,10,2025-08-26,111,total,1603.43601682707
2025,4,HTI,11,2025-08-26,111,total,1310.54465558114
2025,4,HB,12,2025-08-26,111,total,1327.72462297903
2024,1,AC,2,2024-06-24,42,tuber,2.02962962962963
2024,1,HE,3,2024-06-24,42,tuber,0.162962962962963
2024,2,AC,4,2024-06-24,42,tuber,0.222222222222222
2024,2,HE,6,2024-06-24,42,tuber,0.0444444444444444
2024,3,HE,7,2024-06-24,42,tuber,0.0148148148148148
2024,3,AC,9,2024-06-24,42,tuber,0.0740740740740741
2024,4,AC,10,2024-06-24,42,tuber,0.962962962962963
2024,4,HE,11,2024-06-24,42,tuber,0.0888888888888889
2024,1,AC,2,2024-07-05,53,tuber,14.7407407407407
2024,1,HE,3,2024-07-05,53,tuber,27.6888888888889
2024,2,AC,4,2024-07-05,53,tuber,43.4370370370371
2024,2,HE,6,2024-07-05,53,tuber,19.0814814814815
2024,3,HE,7,2024-07-05,53,tuber,11.4814814814815
2024,3,AC,9,2024-07-05,53,tuber,30.9037037037037
2024,4,AC,10,2024-07-05,53,tuber,29.6296296296296
2024,4,HE,11,2024-07-05,53,tuber,15.3777777777778
2024,1,HTI,1,2024-07-15,63,tuber,145.362962962963
2024,1,AC,2,2024-07-15,63,tuber,111.125925925926
2024,2,AC,4,2024-07-15,63,tuber,124.4
2024,2,HTI,5,2024-07-15,63,tuber,52.8888888888889
2024,3,HTI,8,2024-07-15,63,tuber,78.6222222222222
2024,3,AC,9,2024-07-15,63,tuber,161.911111111111
2024,4,AC,10,2024-07-15,63,tuber,214.888888888889
2024,4,HTI,12,2024-07-15,63,tuber,160.42962962963
2024,1,HTI,1,2024-07-29,77,tuber,473.140740740741
2024,1,AC,2,2024-07-29,77,tuber,597.525925925926
2024,1,HE,3,2024-07-29,77,tuber,484.844444444444
2024,2,AC,4,2024-07-29,77,tuber,481.733333333333
2024,2,HTI,5,2024-07-29,77,tuber,540.192592592593
2024,2,HE,6,2024-07-29,77,tuber,671.985185185185
2024,3,HE,7,2024-07-29,77,tuber,406.42962962963
2024,3,HTI,8,2024-07-29,77,tuber,305.140740740741
2024,3,AC,9,2024-07-29,77,tuber,421.422222222222
2024,4,AC,10,2024-07-29,77,tuber,472.503703703704
2024,4,HE,11,2024-07-29,77,tuber,431.555555555556
2024,4,HTI,12,2024-07-29,77,tuber,372.918518518519
2024,1,HTI,1,2024-08-19,98,tuber,1043.18518518519
2024,1,AC,2,2024-08-19,98,tuber,873.481481481482
2024,1,HE,3,2024-08-19,98,tuber,938.518518518519
2024,2,AC,4,2024-08-19,98,tuber,857.570370370371
2024,2,HTI,5,2024-08-19,98,tuber,970.370370370371
2024,2,HE,6,2024-08-19,98,tuber,748.148148148148
2024,3,HE,7,2024-08-19,98,tuber,836.962962962963
2024,3,HTI,8,2024-08-19,98,tuber,1032.05925925926
2024,3,AC,9,2024-08-19,98,tuber,565.037037037037
2024,4,AC,10,2024-08-19,98,tuber,634.177777777778
2024,4,HE,11,2024-08-19,98,tuber,965.807407407408
2024,4,HTI,12,2024-08-19,98,tuber,730.681481481482
2024,1,HTI,1,2024-09-08,118,tuber,1010.9010364572
2024,1,AC,2,2024-09-08,118,tuber,1149.34852084789
2024,1,HE,3,2024-09-08,118,tuber,1158.2077294686
2024,2,AC,4,2024-09-08,118,tuber,897.219790940767
2024,2,HTI,5,2024-09-08,118,tuber,949.591125541126
2024,2,HE,6,2024-09-08,118,tuber,1025.79623188406
2024,3,HE,7,2024-09-08,118,tuber,865.944706498952
2024,3,HTI,8,2024-09-08,118,tuber,882.942434904997
2024,3,AC,9,2024-09-08,118,tuber,892.951228632479
2024,4,AC,10,2024-09-08,118,tuber,781.441598248495
2024,4,HE,11,2024-09-08,118,tuber,1003.25254036087
2024,4,HTI,12,2024-09-08,118,tuber,1061.37336601307
2025,1,HB,1,2025-07-02,56,tuber,341.383377329814
2025,1,AC,2,2025-07-02,56,tuber,393.919296822177
2025,1,HTI,3,2025-07-02,56,tuber,314.56099244876
2025,2,AC,4,2025-07-02,56,tuber,324.564510779436
2025,2,HB,5,2025-07-02,56,tuber,364.113971695273
2025,2,HTI,6,2025-07-02,56,tuber,383.097986577181
2025,3,HTI,7,2025-07-02,56,tuber,368
2025,3,AC,9,2025-07-02,56,tuber,463.751748492679
2025,4,AC,10,2025-07-02,56,tuber,494.494488888889
2025,4,HTI,11,2025-07-02,56,tuber,245.583622895623
2025,4,HB,12,2025-07-02,56,tuber,288.516898418887
2025,1,HB,1,2025-07-14,68,tuber,696.286062464375
2025,1,AC,2,2025-07-14,68,tuber,768.705293209877
2025,1,HTI,3,2025-07-14,68,tuber,768.782034195981
2025,2,AC,4,2025-07-14,68,tuber,599.561248372758
2025,2,HB,5,2025-07-14,68,tuber,687.002497118709
2025,2,HTI,6,2025-07-14,68,tuber,755.841563786009
2025,3,HTI,7,2025-07-14,68,tuber,693.482291473444
2025,3,AC,9,2025-07-14,68,tuber,640.008683068018
2025,4,AC,10,2025-07-14,68,tuber,743.145492451742
2025,4,HTI,11,2025-07-14,68,tuber,569.554602630075
2025,4,HB,12,2025-07-14,68,tuber,767.543110328639
2025,1,HB,1,2025-07-29,83,tuber,905.36476664822
2025,1,AC,2,2025-07-29,83,tuber,1165.44951428634
2025,1,HTI,3,2025-07-29,83,tuber,1103.78838907191
2025,2,AC,4,2025-07-29,83,tuber,1258.18469945355
2025,2,HB,5,2025-07-29,83,tuber,858.425214305859
2025,2,HTI,6,2025-07-29,83,tuber,915.904886315842
2025,3,HTI,7,2025-07-29,83,tuber,700.798616833067
2025,3,AC,9,2025-07-29,83,tuber,949.575730112841
2025,4,AC,10,2025-07-29,83,tuber,1148.46629979036
2025,4,HTI,11,2025-07-29,83,tuber,1040.31695456673
2025,4,HB,12,2025-07-29,83,tuber,850.696223340872
2025,1,HB,1,2025-08-11,96,tuber,1141.16514114543
2025,1,AC,2,2025-08-11,96,tuber,1044.92957661521
2025,1,HTI,3,2025-08-11,96,tuber,1236.35318220613
2025,2,AC,4,2025-08-11,96,tuber,1199.0121112286
2025,2,HB,5,2025-08-11,96,tuber,978.281901856632
2025,2,HTI,6,2025-08-11,96,tuber,1163.47943028303
2025,3,HTI,7,2025-08-11,96,tuber,1086.71396316102
2025,3,AC,9,2025-08-11,96,tuber,1219.49493650998
2025,4,AC,10,2025-08-11,96,tuber,1429.87318421137
2025,4,HTI,11,2025-08-11,96,tuber,964.840047045737
2025,4,HB,12,2025-08-11,96,tuber,1154.21607710029
2025,1,HB,1,2025-08-26,111,tuber,1186.55224716751
2025,1,AC,2,2025-08-26,111,tuber,1229.88889662381
2025,1,HTI,3,2025-08-26,111,tuber,1198.14918409665
2025,2,AC,4,2025-08-26,111,tuber,1198.79843735988
2025,2,HB,5,2025-08-26,111,tuber,1001.98917595589
2025,2,HTI,6,2025-08-26,111,tuber,1116.88308553755
2025,3,HTI,7,2025-08-26,111,tuber,1004.35274474917
2025,3,AC,9,2025-08-26,111,tuber,1051.9461017448
2025,4,AC,10,2025-08-26,111,tuber,1405.97200777985
2025,4,HTI,11,2025-08-26,111,tuber,1108.54709222831
2025,4,HB,12,2025-08-26,111,tuber,1169.76832668274
2024,1,AC,2,2024-06-24,42,leaf_stem,0.244698349895433
2024,1,HE,3,2024-06-24,42,leaf_stem,0.28425766079076
